class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,7.27,x,g,n,f,e,,w,8.04,15.58,,y,w,u,w,t,p,,d,a
e,1.98,s,y,n,f,a,d,p,6.0,3.74,,i,n,,,f,f,,l,u
e,4.61,c,t,n,f,e,,w,10.87,11.17,,s,w,u,w,f,f,,d,u
p,7.33,f,h,r,f,,c,w,10.38,10.28,,,w,u,w,t,g,,d,a
p,6.76,b,t,w,f,e,c,w,11.34,11.75,,y,w,u,w,t,e,,d,a
p,8.11,b,t,w,f,e,c,w,11.84,11.85,,y,w,u,w,t,l,,d,a
e,3.08,f,y,n,f,d,d,p,7.82,4.27,,i,n,,,f,f,,l,a
p,15.98,x,h,o,f,e,,w,17.6,18.34,s,y,w,u,w,t,p,,d,u
e,2.27,s,y,n,f,d,d,p,6.64,3.84,,i,n,,,f,f,,l,a
p,8.99,f,h,r,f,,c,w,11.13,14.45,,,w,u,w,t,g,,d,a
e,15.89,x,e,n,t,e,,w,10.83,17.7,,,w,,,t,,,d,a
e,10.1,f,,n,t,,,w,10.38,15.53,b,,w,u,w,t,g,,d,u
e,7.04,c,t,n,f,e,,w,12.98,14.07,,s,n,u,w,f,f,,d,a
p,15.63,x,h,o,f,e,,w,17.91,17.84,s,y,w,u,w,t,p,,d,w
p,15.45,f,g,e,f,e,,w,17.44,17.93,s,y,w,u,w,t,p,,d,u
p,12.37,x,,n,f,e,,w,11.01,14.41,,,w,u,w,t,e,,d,u
p,13.95,x,g,o,f,e,,w,18.3,17.17,s,y,w,u,w,t,p,,d,w
e,6.27,c,t,n,f,e,,w,12.34,13.04,,s,w,u,w,f,f,,d,u
e,15.5,f,y,w,f,,,w,27.05,19.69,s,,n,,,t,m,,d,u
e,2.85,s,y,n,f,d,d,p,5.27,3.19,,i,n,,,f,f,,l,u
p,14.57,x,h,e,f,e,,w,18.29,17.89,s,y,w,u,w,t,g,,d,w
p,8.78,x,h,r,f,,c,w,10.41,10.07,,,w,u,w,t,g,,d,u
p,18.76,x,h,e,f,e,,w,17.06,17.18,s,y,w,u,w,t,g,,d,w
p,13.68,f,,n,f,e,,w,11.42,15.66,,,w,u,w,t,e,,d,u
p,11.97,x,,g,f,e,,w,10.7,13.67,,,w,u,w,t,g,,d,u
e,6.33,c,t,n,f,e,,w,11.71,11.23,,s,n,u,w,f,f,,d,a
e,2.65,s,y,n,f,a,d,p,6.25,3.06,,i,n,,,f,f,,l,u
p,7.32,b,t,w,f,e,c,w,12.3,12.01,,y,w,u,w,t,l,,d,u
e,3.22,s,y,n,f,a,d,p,7.05,4.01,,i,n,,,f,f,,h,a
e,6.03,c,h,n,f,e,,w,12.16,11.23,,s,w,u,w,f,f,,d,a
e,2.55,x,,u,f,,d,u,6.63,4.66,,,w,,,f,f,,d,a
p,7.85,x,g,n,f,e,,w,8.07,14.11,,y,w,u,w,t,p,,d,u
p,6.72,p,g,n,f,e,,w,6.87,13.38,,y,w,u,w,t,p,,d,a
e,15.17,x,e,n,t,e,,w,9.44,17.53,,,w,,,t,,,g,a
e,16.15,x,y,n,t,e,,w,10.31,18.21,,,w,,,t,,,d,a
e,3.19,x,,b,f,,d,w,6.27,4.53,,,w,,,f,f,,d,u
p,7.45,x,g,n,f,e,,w,8.36,15.14,,y,w,u,w,t,p,,d,a
e,5.72,c,h,n,f,e,,w,11.35,10.3,,s,w,u,w,f,f,,d,a
p,11.96,f,,n,f,e,,w,11.28,16.37,,,w,u,w,t,e,,d,a
p,8.08,b,t,w,f,e,c,w,13.7,12.6,,y,w,u,w,t,l,,d,u
e,1.89,x,,u,f,,d,w,6.32,4.68,,,w,,,f,f,,d,w
e,1.69,f,y,n,f,a,d,p,5.81,3.2,,i,n,,,f,f,,h,a
e,10.19,x,,n,t,,,w,11.04,18.56,b,,w,u,w,t,g,,d,u
e,13.78,x,y,n,t,e,,w,8.93,17.53,,,w,,,t,,,g,u
e,5.8,x,t,n,f,e,,w,11.47,13.07,,s,w,u,w,f,f,,d,u
e,16.09,x,e,n,t,e,,w,10.57,17.69,,,w,,,t,,,d,u
e,1.77,x,,u,f,,d,w,5.86,4.44,,,w,,,f,f,,d,w
p,3.36,f,y,w,f,e,c,w,4.49,3.55,,k,w,,,t,e,,d,u
p,7.06,x,g,n,f,e,,w,7.42,17.4,,y,w,u,w,t,p,,d,u
p,3.54,f,y,e,f,e,c,w,4.8,3.52,,k,w,,,t,e,,d,u
p,3.19,x,y,y,f,a,,w,5.21,3.47,,y,n,,,t,r,,d,u
e,14.91,x,y,n,t,e,,w,9.54,17.65,,,w,,,t,,,g,a
p,3.14,b,y,w,f,e,c,w,4.99,3.73,,k,w,,,t,e,,d,a
e,1.83,s,y,n,f,a,d,p,5.38,3.07,,i,n,,,f,f,,h,u
p,7.89,p,g,n,f,e,,w,7.79,16.59,,y,w,u,w,t,p,,d,a
p,3.77,x,y,n,f,a,,w,6.19,3.58,,y,y,,,t,r,,d,u
p,7.02,b,t,w,f,e,c,w,11.91,11.98,,y,w,u,w,t,e,,d,a
p,4.21,f,y,w,f,e,c,n,3.86,3.52,,k,w,,,t,e,,m,u
e,17.31,x,y,n,t,e,,w,10.56,18.56,,,w,,,t,,,d,a
p,12.89,x,,g,f,e,,w,11.8,20.83,,,w,u,w,t,e,,d,a
p,3.29,x,y,n,f,a,,w,5.27,3.47,,y,n,,,t,r,,d,a
e,19.32,p,y,n,f,,,w,27.48,21.43,s,,n,,,t,m,,d,u
p,12.72,f,,n,f,e,,w,11.27,14.97,,,w,u,w,t,e,,d,a
p,14.67,f,g,e,f,e,,w,17.78,18.19,s,y,w,u,w,t,g,,d,w
p,11.36,f,,g,f,e,,w,11.07,15.67,,,w,u,w,t,e,,d,u
e,2.69,s,y,n,f,d,d,p,7.14,3.9,,i,n,,,f,f,,h,u
e,18.09,f,y,n,f,,,w,25.76,19.78,s,,n,,,t,m,,d,u
p,3.97,b,y,e,f,e,c,n,5.11,3.73,,k,w,,,t,e,,m,a
e,1.8,x,,b,f,,d,u,5.27,3.9,,,w,,,f,f,,d,a
p,8.07,p,g,n,f,e,,w,7.62,15.16,,y,w,u,w,t,p,,d,a
e,15.27,x,e,n,t,e,,w,9.83,16.8,,,w,,,t,,,g,u
e,18.46,f,y,n,f,,,w,21.48,18.55,s,,n,,,t,m,,m,a
e,8.4,f,,n,t,,,w,11.34,15.65,b,,w,u,w,t,g,,d,u
p,4.22,x,y,n,f,a,,w,5.45,3.42,,y,y,,,t,r,,h,u
p,7.93,b,t,w,f,e,c,w,12.93,13.71,,y,w,u,w,t,l,,d,a
p,3.74,f,y,n,f,e,c,n,4.5,3.58,,k,w,,,t,e,,m,a
e,6.32,x,,w,f,e,,w,5.91,13.24,b,,y,u,y,t,g,,d,a
p,8.11,x,g,n,f,e,,w,7.98,14.8,,y,w,u,w,t,p,,d,u
e,6.81,x,,y,f,e,,w,6.32,12.58,b,,w,u,w,t,g,,d,u
e,3.18,s,y,n,f,a,d,p,7.89,4.02,,i,n,,,f,f,,h,u
p,12.36,f,,g,f,e,,w,10.87,14.07,,,w,u,w,t,e,,d,a
p,3.41,b,y,e,f,e,c,w,3.91,3.56,,k,w,,,t,e,,d,a
e,2.39,f,y,n,f,d,d,p,5.76,3.43,,i,n,,,f,f,,h,u
p,6.94,x,h,r,f,,c,w,10.7,14.15,,,w,u,w,t,g,,d,a
p,4.0,x,y,n,f,a,,w,5.8,3.77,,y,y,,,t,r,,h,u
p,7.42,p,g,n,f,e,,w,6.92,13.48,,y,w,u,w,t,p,,d,u
e,9.21,f,,n,t,,,w,10.94,16.18,b,,w,u,w,t,g,,d,u
e,2.19,s,y,n,f,d,d,p,7.4,4.06,,i,n,,,f,f,,h,a
p,3.58,b,y,w,f,e,c,w,4.97,3.53,,k,w,,,t,e,,d,u
p,12.69,f,,n,f,e,,w,10.52,14.5,,,w,u,w,t,e,,d,a
e,19.18,f,y,w,f,,,w,25.72,20.76,s,,n,,,t,m,,m,a
e,7.1,x,h,n,f,e,,w,14.03,13.47,,s,n,u,w,f,f,,d,a
e,13.32,x,e,n,t,e,,w,9.41,16.73,,,w,,,t,,,d,u
e,10.68,f,,n,t,,,w,9.26,15.71,b,,w,u,w,t,g,,d,u
p,13.01,x,,g,f,e,,w,11.47,16.29,,,w,u,w,t,e,,d,a
e,9.32,x,,y,f,e,,w,5.8,13.02,b,,w,u,y,t,g,,d,a
e,8.5,x,,n,t,,,w,11.27,19.46,b,,w,u,w,t,g,,d,a
e,19.94,p,y,n,f,,,w,24.82,17.91,s,,n,,,t,m,,m,a
e,10.26,f,,n,t,,,w,10.96,18.53,b,,w,u,w,t,g,,d,a
e,17.36,p,y,w,f,,,w,23.48,20.32,s,,n,,,t,m,,d,a
e,9.52,s,,l,f,s,c,u,8.41,21.7,,,b,,,f,f,,l,w
e,11.26,x,,n,t,,,w,11.54,21.86,b,,w,u,w,t,g,,d,u
e,4.85,x,,y,f,e,,w,5.43,11.08,b,,y,u,w,t,g,,d,a
p,3.08,b,y,e,f,e,c,n,3.68,3.42,,k,w,,,t,e,,m,a
e,5.79,x,,y,f,e,,w,5.9,12.15,b,,y,u,y,t,g,,d,u
e,15.94,x,y,n,t,e,,w,10.7,17.25,,,w,,,t,,,g,a
e,2.05,x,,b,f,,d,w,5.76,3.89,,,w,,,f,f,,d,u
e,6.04,x,,w,f,e,,w,6.02,12.82,b,,w,u,w,t,g,,d,a
e,10.97,s,,l,f,s,c,b,8.1,20.04,,,b,,,f,f,,l,w
e,16.88,x,y,n,t,e,,w,10.88,18.69,,,w,,,t,,,d,a
e,6.49,x,,y,f,e,,w,6.2,12.85,b,,y,u,y,t,g,,d,u
e,14.3,x,y,n,t,e,,w,10.16,16.89,,,w,,,t,,,g,a
p,4.49,x,y,y,f,a,,w,6.61,3.85,,y,n,,,t,r,,d,u
p,10.73,f,,g,f,e,,w,10.57,12.56,,,w,u,w,t,g,,d,u
e,15.4,p,y,n,f,,,w,27.5,20.92,s,,n,,,t,m,,d,u
p,12.94,x,,g,f,e,,w,11.22,15.86,,,w,u,w,t,g,,d,a
e,1.66,s,y,n,f,a,d,p,4.54,2.92,,i,n,,,f,f,,h,u
e,3.17,x,,b,f,,d,u,7.56,5.19,,,w,,,f,f,,d,a
e,17.66,p,y,w,f,,,w,25.86,20.6,s,,n,,,t,m,,d,a
p,8.46,f,h,r,f,,c,w,11.06,15.65,,,w,u,w,t,g,,d,u
p,11.03,f,,g,f,e,,w,10.76,13.0,,,w,u,w,t,e,,d,u
p,14.51,f,g,e,f,e,,w,17.31,16.38,s,y,w,u,w,t,p,,d,w
p,14.62,f,g,o,f,e,,w,17.31,16.55,s,y,w,u,w,t,g,,d,w
e,13.68,p,y,w,f,,,w,25.92,17.87,s,,n,,,t,m,,m,a
e,7.47,x,,y,f,e,,w,6.1,13.05,b,,y,u,y,t,g,,d,u
e,2.24,x,,u,f,,d,w,5.27,4.8,,,w,,,f,f,,d,u
p,4.14,x,y,y,f,a,,w,4.8,3.45,,y,n,,,t,r,,d,a
p,6.58,x,g,n,f,e,,w,8.07,14.47,,y,w,u,w,t,p,,d,u
p,8.67,f,h,r,f,,c,w,11.07,14.88,,,w,u,w,t,p,,d,a
p,12.17,x,,n,f,e,,w,10.6,14.98,,,w,u,w,t,e,,d,u
e,7.72,x,,n,t,,,w,9.33,16.94,b,,w,u,w,t,g,,d,u
p,9.23,x,h,r,f,,c,w,11.43,18.0,,,w,u,w,t,p,,d,a
p,11.91,x,,n,f,e,,w,10.92,14.1,,,w,u,w,t,g,,d,a
e,11.03,f,,g,f,s,c,u,7.66,21.71,,,u,,,f,f,,d,a
p,6.49,x,g,n,f,e,,w,7.99,14.98,,y,w,u,w,t,p,,d,u
p,3.93,f,y,w,f,e,c,w,4.25,3.39,,k,w,,,t,e,,m,u
e,19.84,p,y,n,f,,,w,24.48,21.44,s,,n,,,t,m,,d,a
p,8.14,x,h,r,f,,c,w,11.12,12.2,,,w,u,w,t,g,,d,u
e,16.37,p,y,n,f,,,w,20.11,17.17,s,,n,,,t,m,,d,u
p,15.26,f,g,o,f,e,,w,17.87,18.12,s,y,w,u,w,t,g,,d,a
e,5.78,x,,y,f,e,,w,6.15,12.78,b,,y,u,w,t,g,,d,a
p,7.7,b,t,w,f,e,c,w,12.42,12.33,,y,w,u,w,t,e,,d,u
e,3.0,x,,u,f,,d,w,6.24,4.26,,,w,,,f,f,,d,a
p,6.46,x,h,r,f,,c,w,10.92,16.24,,,w,u,w,t,g,,d,a
p,11.66,f,,n,f,e,,w,10.73,14.76,,,w,u,w,t,e,,d,a
p,8.64,x,g,n,f,e,,w,9.6,19.25,,y,w,u,w,t,p,,d,u
e,16.47,p,y,w,f,,,w,21.02,20.23,s,,n,,,t,m,,d,u
e,6.48,c,t,n,f,e,,w,12.54,12.63,,s,w,u,w,f,f,,d,a
p,3.56,x,y,n,f,a,,w,6.09,3.5,,y,y,,,t,r,,g,a
p,12.4,x,,g,f,e,,w,10.94,14.73,,,w,u,w,t,g,,d,a
p,9.83,x,h,r,f,,c,w,10.87,15.35,,,w,u,w,t,g,,d,u
p,3.36,f,y,w,f,e,c,w,4.0,3.4,,k,w,,,t,e,,d,a
e,6.3,x,,y,f,e,,w,5.62,11.36,b,,y,u,y,t,g,,d,a
p,6.17,b,t,w,f,e,c,w,10.5,11.27,,y,w,u,w,t,e,,d,u
e,6.28,x,,w,f,e,,w,5.82,11.62,b,,w,u,y,t,g,,d,a
e,5.34,x,t,n,f,e,,w,11.91,11.52,,s,w,u,w,f,f,,d,u
p,12.03,x,h,e,f,e,,w,17.14,17.43,s,y,w,u,w,t,g,,d,a
e,10.43,f,,n,t,,,w,11.05,18.12,b,,w,u,w,t,g,,d,u
e,1.91,x,,b,f,,d,w,5.02,3.7,,,w,,,f,f,,d,u
e,16.97,x,y,n,t,e,,w,10.46,19.01,,,w,,,t,,,d,u
p,9.58,f,h,r,f,,c,w,11.01,14.19,,,w,u,w,t,p,,d,a
p,12.43,x,,n,f,e,,w,11.5,17.29,,,w,u,w,t,g,,d,u
p,3.36,x,y,n,f,a,,w,5.09,3.09,,y,y,,,t,r,,h,u
p,8.81,x,h,r,f,,c,w,11.26,14.46,,,w,u,w,t,p,,d,u
e,10.63,x,,n,t,,,w,13.55,22.29,b,,w,u,w,t,g,,d,a
e,13.48,x,y,n,t,e,,w,9.81,18.42,,,w,,,t,,,d,u
p,7.64,b,t,w,f,e,c,w,13.04,12.23,,y,w,u,w,t,l,,d,a
e,6.04,x,t,n,f,e,,w,13.0,13.87,,s,n,u,w,f,f,,d,u
p,12.24,x,h,e,f,e,,w,15.57,16.93,s,y,w,u,w,t,g,,d,w
p,7.06,x,g,n,f,e,,w,6.85,13.33,,y,w,u,w,t,p,,d,a
e,1.71,x,,u,f,,d,u,5.5,4.69,,,w,,,f,f,,d,u
p,7.81,b,t,w,f,e,c,w,12.98,12.86,,y,w,u,w,t,e,,d,a
e,7.2,x,,n,t,,,w,9.43,15.9,b,,w,u,w,t,g,,d,u
e,10.31,x,,n,t,,,w,11.85,17.52,b,,w,u,w,t,g,,d,a
e,11.89,s,,n,f,s,c,b,8.3,22.56,,,b,,,f,f,,d,w
e,8.98,x,,n,t,,,w,9.32,18.61,b,,w,u,w,t,g,,d,a
e,2.8,x,,u,f,,d,u,6.01,4.5,,,w,,,f,f,,d,u
e,1.95,s,y,n,f,a,d,p,4.97,2.55,,i,n,,,f,f,,l,a
p,5.85,x,g,n,f,e,,w,8.02,14.05,,y,w,u,w,t,p,,d,a
e,14.58,x,e,n,t,e,,w,9.97,17.45,,,w,,,t,,,d,a
e,5.83,x,,y,f,e,,w,5.85,11.9,b,,w,u,y,t,g,,d,a
p,3.19,f,y,w,f,e,c,w,4.06,3.29,,k,w,,,t,e,,d,a
p,11.4,f,,g,f,e,,w,11.08,15.61,,,w,u,w,t,e,,d,u
e,12.93,x,,n,t,,,w,10.33,19.12,b,,w,u,w,t,g,,d,a
p,7.91,b,t,w,f,e,c,w,12.43,11.81,,y,w,u,w,t,e,,d,a
e,14.35,x,e,n,t,e,,w,9.87,16.89,,,w,,,t,,,d,u
p,10.5,f,,n,f,e,,w,9.77,7.41,,,w,u,w,t,e,,d,u
e,7.24,x,,y,f,e,,w,5.59,12.82,b,,y,u,y,t,g,,d,u
p,14.74,f,h,e,f,e,,w,17.06,16.94,s,y,w,u,w,t,g,,d,a
e,9.27,f,,u,f,s,c,u,6.42,17.73,,,u,,,f,f,,l,w
e,15.3,p,y,w,f,,,w,24.73,18.56,s,,n,,,t,m,,m,u
p,6.44,b,t,w,f,e,c,w,11.87,10.74,,y,w,u,w,t,e,,d,u
p,8.4,b,t,w,f,e,c,w,12.61,12.18,,y,w,u,w,t,e,,d,a
e,13.38,f,,n,t,,,w,14.34,23.59,b,,w,u,w,t,g,,d,a
e,16.76,x,y,n,t,e,,w,10.14,17.82,,,w,,,t,,,d,a
e,20.47,p,y,n,f,,,w,25.86,20.67,s,,n,,,t,m,,d,a
p,2.04,x,y,y,f,a,,w,4.88,3.43,,y,y,,,t,r,,d,u
p,3.14,x,y,n,f,a,,w,5.75,3.56,,y,y,,,t,r,,g,a
p,15.15,f,h,o,f,e,,w,17.56,16.62,s,y,w,u,w,t,p,,d,u
e,2.3,f,y,n,f,d,d,p,6.11,3.12,,i,n,,,f,f,,h,a
e,21.74,f,y,n,f,,,w,23.64,17.36,s,,n,,,t,m,,m,u
p,13.84,x,,g,f,e,,w,11.37,17.75,,,w,u,w,t,e,,d,a
p,11.94,f,,g,f,e,,w,10.8,14.65,,,w,u,w,t,e,,d,u
e,7.49,x,,y,f,e,,w,6.08,13.1,b,,w,u,y,t,g,,d,u
e,18.72,p,y,n,f,,,w,22.77,20.07,s,,n,,,t,m,,d,a
p,3.08,b,y,p,f,e,c,n,4.06,3.56,,k,w,,,t,e,,d,a
e,5.81,c,t,n,f,e,,w,13.41,13.22,,s,n,u,w,f,f,,d,u
e,2.83,x,,b,f,,d,u,6.74,5.19,,,w,,,f,f,,d,u
e,5.4,x,,y,f,e,,w,5.95,13.26,b,,y,u,w,t,g,,d,a
e,2.3,f,y,n,f,d,d,p,6.54,3.87,,i,n,,,f,f,,l,a
p,3.33,f,y,e,f,e,c,w,3.82,3.19,,k,w,,,t,e,,d,u
p,9.89,x,h,r,f,,c,w,10.58,13.09,,,w,u,w,t,p,,d,u
e,15.97,x,y,n,t,e,,w,10.13,17.78,,,w,,,t,,,g,u
e,5.36,x,t,n,f,e,,w,12.57,12.44,,s,n,u,w,f,f,,d,u
e,2.84,x,,u,f,,d,w,5.54,4.72,,,w,,,f,f,,d,a
e,5.76,x,,y,f,e,,w,5.58,11.07,b,,w,u,y,t,g,,d,a
e,7.93,s,,u,f,s,c,u,7.97,19.81,,,b,,,f,f,,d,w
e,6.46,x,h,n,f,e,,w,12.81,12.38,,s,w,u,w,f,f,,d,u
e,7.7,x,,w,f,e,,w,6.26,13.4,b,,w,u,y,t,g,,d,a
e,11.82,x,,n,t,,,w,11.27,19.43,b,,w,u,w,t,g,,d,a
e,15.5,x,e,n,t,e,,w,9.56,16.46,,,w,,,t,,,g,u
p,11.98,x,,n,f,e,,w,11.34,15.23,,,w,u,w,t,g,,d,u
e,2.64,f,y,n,f,a,d,p,6.77,3.24,,i,n,,,f,f,,h,a
p,6.36,b,t,w,f,e,c,w,12.89,13.08,,y,w,u,w,t,e,,d,a
e,2.24,x,,b,f,,d,w,5.7,3.91,,,w,,,f,f,,d,w
p,15.9,f,h,e,f,e,,w,18.38,17.72,s,y,w,u,w,t,g,,d,a
e,1.86,f,y,n,f,a,d,p,5.06,2.83,,i,n,,,f,f,,h,a
e,3.45,x,,u,f,,d,w,6.43,4.94,,,w,,,f,f,,d,w
p,14.4,f,,g,f,e,,w,11.6,17.32,,,w,u,w,t,e,,d,u
e,3.02,x,,u,f,,d,u,6.74,5.21,,,w,,,f,f,,d,w
p,13.64,f,h,o,f,e,,w,16.22,17.26,s,y,w,u,w,t,g,,d,w
e,12.28,x,,n,t,,,w,14.05,23.06,b,,w,u,w,t,g,,d,a
e,10.07,f,,n,t,,,w,10.08,17.44,b,,w,u,w,t,g,,d,a
p,12.49,f,,n,f,e,,w,11.21,12.92,,,w,u,w,t,g,,d,u
p,17.11,f,g,o,f,e,,w,19.24,19.68,s,y,w,u,w,t,g,,d,u
p,8.03,x,h,r,f,,c,w,10.73,14.92,,,w,u,w,t,p,,d,a
p,8.51,b,t,w,f,e,c,w,13.86,13.82,,y,w,u,w,t,l,,d,u
e,1.75,s,y,n,f,a,d,p,5.85,3.35,,i,n,,,f,f,,h,u
p,3.4,b,y,n,f,e,c,n,4.65,3.61,,k,w,,,t,e,,m,a
p,3.67,f,y,p,f,e,c,w,5.53,3.55,,k,w,,,t,e,,m,u
e,13.8,x,e,n,t,e,,w,10.4,17.27,,,w,,,t,,,g,u
p,7.23,b,t,w,f,e,c,w,11.69,12.23,,y,w,u,w,t,e,,d,a
p,12.52,x,,g,f,e,,w,10.56,12.37,,,w,u,w,t,g,,d,u
e,2.81,s,y,n,f,d,d,p,7.92,4.12,,i,n,,,f,f,,h,u
e,6.84,c,t,n,f,e,,w,13.28,14.28,,s,w,u,w,f,f,,d,a
p,3.61,x,y,n,f,a,,w,5.23,3.41,,y,y,,,t,r,,g,a
e,2.62,x,,b,f,,d,u,6.4,4.58,,,w,,,f,f,,d,w
e,6.17,x,h,n,f,e,,w,12.84,13.17,,s,n,u,w,f,f,,d,u
e,3.26,f,y,n,f,d,d,p,5.88,3.61,,i,n,,,f,f,,l,a
p,8.58,b,t,w,f,e,c,w,13.59,12.4,,y,w,u,w,t,e,,d,u
e,12.75,x,,n,t,,,w,14.18,23.26,b,,w,u,w,t,g,,d,u
e,2.58,x,,b,f,,d,u,5.34,3.7,,,w,,,f,f,,d,w
p,8.93,x,h,r,f,,c,w,10.95,16.83,,,w,u,w,t,g,,d,a
p,8.39,x,h,r,f,,c,w,11.19,16.84,,,w,u,w,t,p,,d,u
e,6.08,x,,w,f,e,,w,6.54,13.77,b,,w,u,w,t,g,,d,a
p,7.55,x,g,n,f,e,,w,8.3,14.45,,y,w,u,w,t,p,,d,a
e,6.03,x,,y,f,e,,w,6.66,13.27,b,,w,u,y,t,g,,d,a
e,2.38,x,,b,f,,d,w,5.89,5.07,,,w,,,f,f,,d,u
e,18.42,p,y,w,f,,,w,27.26,20.13,s,,n,,,t,m,,m,u
p,8.55,x,h,r,f,,c,w,10.88,16.61,,,w,u,w,t,p,,d,a
p,7.17,b,t,w,f,e,c,w,12.59,12.39,,y,w,u,w,t,e,,d,a
e,7.16,x,,w,f,e,,w,6.3,12.93,b,,y,u,y,t,g,,d,a
e,3.01,f,y,n,f,a,d,p,7.06,3.18,,i,n,,,f,f,,l,a
p,8.48,b,t,w,f,e,c,w,11.58,12.26,,y,w,u,w,t,l,,d,a
e,10.5,x,,n,t,,,w,12.17,19.37,b,,w,u,w,t,g,,d,a
p,6.84,b,t,w,f,e,c,w,12.24,12.34,,y,w,u,w,t,l,,d,u
e,2.94,s,y,n,f,d,d,p,7.85,4.19,,i,n,,,f,f,,l,a
p,7.33,b,t,w,f,e,c,w,14.31,12.92,,y,w,u,w,t,e,,d,a
e,11.02,s,,u,f,s,c,b,6.47,19.33,,,u,,,f,f,,d,w
p,14.27,f,,n,f,e,,w,11.13,13.8,,,w,u,w,t,e,,d,u
p,8.74,p,g,n,f,e,,w,9.58,17.43,,y,w,u,w,t,p,,d,u
p,2.94,b,y,w,f,e,c,n,4.53,3.4,,k,w,,,t,e,,m,a
e,13.35,p,y,n,f,,,w,16.95,18.52,s,,n,,,t,m,,d,u
e,10.78,f,,n,t,,,w,9.38,14.63,b,,w,u,w,t,g,,d,a
e,6.13,x,,y,f,e,,w,5.83,11.34,b,,w,u,y,t,g,,d,u
p,3.95,x,y,n,f,a,,w,5.73,3.65,,y,y,,,t,r,,h,u
p,6.77,x,g,n,f,e,,w,7.36,13.71,,y,w,u,w,t,p,,d,a
e,4.69,c,t,n,f,e,,w,12.47,12.33,,s,n,u,w,f,f,,d,a
e,14.75,x,y,n,t,e,,w,10.1,17.86,,,w,,,t,,,g,u
p,8.95,x,h,r,f,,c,w,11.38,15.86,,,w,u,w,t,p,,d,u
p,7.57,b,t,w,f,e,c,w,12.69,12.0,,y,w,u,w,t,e,,d,u
e,2.55,f,y,n,f,a,d,p,6.36,3.45,,i,n,,,f,f,,h,u
e,2.41,x,,u,f,,d,w,5.82,4.84,,,w,,,f,f,,d,w
p,14.11,x,h,e,f,e,,w,16.78,16.08,s,y,w,u,w,t,p,,d,u
p,18.18,f,h,e,f,e,,w,17.47,17.89,s,y,w,u,w,t,g,,d,a
p,8.29,x,h,r,f,,c,w,10.71,13.36,,,w,u,w,t,g,,d,a
e,9.63,f,,n,t,,,w,10.95,17.77,b,,w,u,w,t,g,,d,a
p,3.77,f,y,p,f,e,c,w,5.13,3.88,,k,w,,,t,e,,m,u
p,3.82,f,y,p,f,e,c,w,4.92,3.52,,k,w,,,t,e,,d,a
e,4.26,c,h,n,f,e,,w,13.05,12.26,,s,n,u,w,f,f,,d,a
e,2.25,f,y,n,f,a,d,p,8.33,3.92,,i,n,,,f,f,,l,a
e,2.92,f,y,n,f,a,d,p,6.25,4.22,,i,n,,,f,f,,l,u
e,6.65,x,h,n,f,e,,w,13.04,13.03,,s,w,u,w,f,f,,d,a
p,7.67,b,t,w,f,e,c,w,11.79,11.9,,y,w,u,w,t,l,,d,u
e,2.84,s,y,n,f,d,d,p,5.3,2.94,,i,n,,,f,f,,l,a
e,15.8,x,y,n,t,e,,w,10.01,17.44,,,w,,,t,,,d,a
e,10.75,f,,n,t,,,w,10.73,15.91,b,,w,u,w,t,g,,d,a
p,12.19,f,,n,f,e,,w,10.77,12.88,,,w,u,w,t,e,,d,u
p,8.21,b,t,w,f,e,c,w,11.89,11.78,,y,w,u,w,t,e,,d,u
p,8.73,f,h,r,f,,c,w,10.79,14.43,,,w,u,w,t,g,,d,a
p,4.12,f,y,e,f,e,c,n,4.72,3.55,,k,w,,,t,e,,d,u
p,13.82,x,,n,f,e,,w,11.86,17.06,,,w,u,w,t,g,,d,a
e,6.56,c,t,n,f,e,,w,13.87,12.29,,s,w,u,w,f,f,,d,u
p,2.8,b,y,n,f,e,c,w,3.97,3.43,,k,w,,,t,e,,m,a
e,9.68,x,,n,t,,,w,9.83,16.44,b,,w,u,w,t,g,,d,u
p,3.54,x,y,n,f,a,,w,5.42,3.25,,y,n,,,t,r,,g,a
e,6.11,x,,y,f,e,,w,5.44,11.98,b,,y,u,w,t,g,,d,u
p,2.74,x,y,n,f,a,,w,5.49,3.37,,y,n,,,t,r,,g,u
e,14.33,x,y,n,t,e,,w,9.96,18.19,,,w,,,t,,,g,a
e,9.7,x,,n,t,,,w,9.58,17.56,b,,w,u,w,t,g,,d,u
e,16.38,f,y,w,f,,,w,21.57,18.73,s,,n,,,t,m,,m,u
e,15.61,x,e,n,t,e,,w,10.02,18.24,,,w,,,t,,,g,u
e,1.84,s,y,n,f,a,d,p,6.44,3.15,,i,n,,,f,f,,l,u
p,9.97,x,h,r,f,,c,w,11.05,16.76,,,w,u,w,t,p,,d,a
e,18.28,f,y,n,f,,,w,18.79,17.47,s,,n,,,t,m,,d,a
p,3.41,b,y,e,f,e,c,n,4.18,3.34,,k,w,,,t,e,,m,a
p,7.79,x,h,r,f,,c,w,11.16,13.68,,,w,u,w,t,g,,d,a
e,2.39,x,,b,f,,d,w,5.91,4.53,,,w,,,f,f,,d,u
